# Automatically generated
# duptype id depth size device inode priority name
DUPTYPE_WITHIN_SAME_TREE -14013 3 2976 50 2792513 1 /openedx/staticfiles/support/js/views/manage_user.js
DUPTYPE_FIRST_OCCURRENCE 6598 5 2977 50 2795051 1 /openedx/staticfiles/xblock/resources/done/static/css/done.css
DUPTYPE_WITHIN_SAME_TREE -6598 5 2977 50 2798423 1 /openedx/staticfiles/xblock/resources/done/static/css/done.79c75fe8b306.css
DUPTYPE_WITHIN_SAME_TREE -6598 6 2977 50 2912544 1 /openedx/staticfiles/studio/xblock/resources/done/static/css/done.css
DUPTYPE_WITHIN_SAME_TREE -6598 6 2977 50 2915397 1 /openedx/staticfiles/studio/xblock/resources/done/static/css/done.79c75fe8b306.css
DUPTYPE_FIRST_OCCURRENCE 11879 3 2984 50 2798892 1 /openedx/staticfiles/teams/js/views/manage.abf97378a5ab.js
DUPTYPE_WITHIN_SAME_TREE -11879 3 2984 50 2792402 1 /openedx/staticfiles/teams/js/views/manage.js
DUPTYPE_FIRST_OCCURRENCE 12707 2 2984 50 2799648 1 /openedx/staticfiles/admin/js/timeparse.51258861a46a.js
DUPTYPE_WITHIN_SAME_TREE -12707 2 2984 50 2794845 1 /openedx/staticfiles/admin/js/timeparse.js
DUPTYPE_WITHIN_SAME_TREE -12707 3 2984 50 2800916 1 /openedx/staticfiles/studio/admin/js/timeparse.51258861a46a.js
DUPTYPE_WITHIN_SAME_TREE -12707 3 2984 50 2796657 1 /openedx/staticfiles/studio/admin/js/timeparse.js
DUPTYPE_FIRST_OCCURRENCE 14375 4 2992 50 2794004 1 /openedx/staticfiles/studio-frontend/src/data/actions/accessibility.test.js
DUPTYPE_WITHIN_SAME_TREE -14375 4 2992 50 2798609 1 /openedx/staticfiles/studio-frontend/src/data/actions/accessibility.test.06a19818a3b5.js
DUPTYPE_FIRST_OCCURRENCE 14877 8 2999 50 2794322 1 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/coverage/lcov-report/src/TextArea/README.md.html
DUPTYPE_WITHIN_SAME_TREE -14877 8 2999 50 2797494 1 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/coverage/lcov-report/src/TextArea/README.md.6611fc3cc571.html
DUPTYPE_FIRST_OCCURRENCE 12659 8 2999 50 2797421 1 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/coverage/lcov-report/src/TextArea/README.md.dd91aff973d3.html
DUPTYPE_WITHIN_SAME_TREE -12659 8 2999 50 2793793 1 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/coverage/lcov-report/src/TextArea/README.md.html
DUPTYPE_FIRST_OCCURRENCE 15887 5 3004 50 2794455 1 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/attributes/prop.js
DUPTYPE_WITHIN_SAME_TREE -15887 5 3004 50 2798132 1 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/attributes/prop.a3b5116692ba.js
DUPTYPE_FIRST_OCCURRENCE 14160 4 3008 50 2798524 1 /openedx/staticfiles/studio-frontend/src/components/AssetsDropZone/AssetsDropZone.test.004eb015db67.jsx
DUPTYPE_WITHIN_SAME_TREE -14160 4 3008 50 2793882 1 /openedx/staticfiles/studio-frontend/src/components/AssetsDropZone/AssetsDropZone.test.jsx
DUPTYPE_FIRST_OCCURRENCE 9782 2 3014 50 2008992 1 /openedx/staticfiles/js/vendor/jquery.qubit.9dfa86b383ed.js
DUPTYPE_WITHIN_SAME_TREE -9782 2 3014 50 2003868 1 /openedx/staticfiles/js/vendor/jquery.qubit.js
DUPTYPE_FIRST_OCCURRENCE 17350 2 3015 50 2799548 1 /openedx/staticfiles/templates/courseware/course_navigation.9a7c693623c4.html
DUPTYPE_WITHIN_SAME_TREE -17350 2 3015 50 2793185 1 /openedx/staticfiles/templates/courseware/course_navigation.html
DUPTYPE_FIRST_OCCURRENCE 7520 5 3021 50 1740177 1 /openedx/staticfiles/xblock/resources/google_drive/templates/html/google_docs_edit.73902f90a020.html
DUPTYPE_WITHIN_SAME_TREE -7520 5 3021 50 1728221 1 /openedx/staticfiles/xblock/resources/google_drive/templates/html/google_docs_edit.html
DUPTYPE_WITHIN_SAME_TREE -7520 6 3021 50 2915377 1 /openedx/staticfiles/studio/xblock/resources/google_drive/templates/html/google_docs_edit.73902f90a020.html
DUPTYPE_WITHIN_SAME_TREE -7520 6 3021 50 2912446 1 /openedx/staticfiles/studio/xblock/resources/google_drive/templates/html/google_docs_edit.html
DUPTYPE_FIRST_OCCURRENCE 9612 5 3028 50 2003897 1 /openedx/staticfiles/js/bower/jquery/src/effects/Tween.js
DUPTYPE_WITHIN_SAME_TREE -9612 5 3028 50 2008867 1 /openedx/staticfiles/js/bower/jquery/src/effects/Tween.40596bc9250c.js
DUPTYPE_WITHIN_SAME_TREE -9612 6 3028 50 2797079 1 /openedx/staticfiles/studio/js/bower/jquery/src/effects/Tween.js
DUPTYPE_WITHIN_SAME_TREE -9612 6 3028 50 2800123 1 /openedx/staticfiles/studio/js/bower/jquery/src/effects/Tween.40596bc9250c.js
DUPTYPE_WITHIN_SAME_TREE -9612 9 3028 50 2003945 1 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/jquery/src/effects/Tween.js
DUPTYPE_WITHIN_SAME_TREE -9612 9 3028 50 2004701 1 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/jquery/src/effects/Tween.40596bc9250c.js
DUPTYPE_WITHIN_SAME_TREE -9612 10 3028 50 2912784 1 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/jquery/src/effects/Tween.js
DUPTYPE_WITHIN_SAME_TREE -9612 10 3028 50 2915002 1 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/jquery/src/effects/Tween.40596bc9250c.js
DUPTYPE_FIRST_OCCURRENCE 7245 7 3029 50 2795179 1 /openedx/staticfiles/xblock/resources/poll/public/js/translations/ko_kr/text.js
DUPTYPE_WITHIN_SAME_TREE -7245 7 3029 50 2797526 1 /openedx/staticfiles/xblock/resources/poll/public/js/translations/ko_kr/text.07d4b0a1d0aa.js
DUPTYPE_WITHIN_SAME_TREE -7245 8 3029 50 2910343 1 /openedx/staticfiles/studio/xblock/resources/poll/public/js/translations/ko_kr/text.js
DUPTYPE_WITHIN_SAME_TREE -7245 8 3029 50 2915089 1 /openedx/staticfiles/studio/xblock/resources/poll/public/js/translations/ko_kr/text.07d4b0a1d0aa.js
DUPTYPE_FIRST_OCCURRENCE 16071 4 3033 50 2794558 1 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/scss/_print.scss
DUPTYPE_WITHIN_SAME_TREE -16071 4 3033 50 2798668 1 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/scss/_print.02c5f9cef09b.scss
DUPTYPE_FIRST_OCCURRENCE 10924 3 3038 50 2385743 1 /openedx/staticfiles/js/capa/jsinput/jsinput_example.js
DUPTYPE_WITHIN_SAME_TREE -10924 3 3038 50 2386503 1 /openedx/staticfiles/js/capa/jsinput/jsinput_example.3c38a3291a2e.js
DUPTYPE_WITHIN_SAME_TREE -10924 4 3038 50 2004054 1 /openedx/staticfiles/studio/js/capa/jsinput/jsinput_example.js
DUPTYPE_WITHIN_SAME_TREE -10924 4 3038 50 2004626 1 /openedx/staticfiles/studio/js/capa/jsinput/jsinput_example.3c38a3291a2e.js
DUPTYPE_FIRST_OCCURRENCE 10716 4 3038 50 2259951 1 /openedx/staticfiles/js/vendor/CodeMirror/addons/yaml.22c3a24a69d7.js
DUPTYPE_WITHIN_SAME_TREE -10716 4 3038 50 2259165 1 /openedx/staticfiles/js/vendor/CodeMirror/addons/yaml.js
DUPTYPE_WITHIN_SAME_TREE -10716 5 3038 50 2530345 1 /openedx/staticfiles/studio/js/vendor/CodeMirror/addons/yaml.22c3a24a69d7.js
DUPTYPE_WITHIN_SAME_TREE -10716 5 3038 50 2523818 1 /openedx/staticfiles/studio/js/vendor/CodeMirror/addons/yaml.js
DUPTYPE_FIRST_OCCURRENCE 9198 3 3043 50 2523581 1 /openedx/staticfiles/js/verify_student/models/verification_model.js
DUPTYPE_WITHIN_SAME_TREE -9198 3 3043 50 2529825 1 /openedx/staticfiles/js/verify_student/models/verification_model.ef94eaed07c0.js
DUPTYPE_FIRST_OCCURRENCE 9076 2 3057 50 2529938 1 /openedx/staticfiles/js/learner_analytics_dashboard/CircleChart.bf9247d3e409.jsx
DUPTYPE_WITHIN_SAME_TREE -9076 2 3057 50 2523569 1 /openedx/staticfiles/js/learner_analytics_dashboard/CircleChart.jsx
DUPTYPE_FIRST_OCCURRENCE 12494 6 3059 50 2797717 1 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/docs/decisions/0002-react-i18n.366c4a7c7d4a.rst
DUPTYPE_WITHIN_SAME_TREE -12494 6 3059 50 2793682 1 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/docs/decisions/0002-react-i18n.rst
DUPTYPE_FIRST_OCCURRENCE 9519 4 3063 50 1878520 1 /openedx/staticfiles/js/bower/jquery/src/queue.js
DUPTYPE_WITHIN_SAME_TREE -9519 4 3063 50 1883324 1 /openedx/staticfiles/js/bower/jquery/src/queue.d1da21ede59f.js
DUPTYPE_WITHIN_SAME_TREE -9519 5 3063 50 2797010 1 /openedx/staticfiles/studio/js/bower/jquery/src/queue.js
DUPTYPE_WITHIN_SAME_TREE -9519 5 3063 50 2800517 1 /openedx/staticfiles/studio/js/bower/jquery/src/queue.d1da21ede59f.js
DUPTYPE_WITHIN_SAME_TREE -9519 8 3063 50 1728369 1 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/jquery/src/queue.js
DUPTYPE_WITHIN_SAME_TREE -9519 8 3063 50 1740110 1 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/jquery/src/queue.d1da21ede59f.js
DUPTYPE_WITHIN_SAME_TREE -9519 9 3063 50 2912715 1 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/jquery/src/queue.js
DUPTYPE_WITHIN_SAME_TREE -9519 9 3063 50 2915060 1 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/jquery/src/queue.d1da21ede59f.js
DUPTYPE_FIRST_OCCURRENCE 8089 1 3066 50 2530119 1 /openedx/staticfiles/bundles/ReactRenderer.38f3e5ba7663cd969581.4f3dd33a415e.js
DUPTYPE_WITHIN_SAME_TREE -8089 1 3066 50 2530116 1 /openedx/staticfiles/bundles/ReactRenderer.4f3dd33a415e.js
DUPTYPE_WITHIN_SAME_TREE -8089 1 3066 50 2523321 1 /openedx/staticfiles/bundles/ReactRenderer.js
DUPTYPE_WITHIN_SAME_TREE -8089 1 3066 50 2523324 1 /openedx/staticfiles/bundles/ReactRenderer.38f3e5ba7663cd969581.js
DUPTYPE_WITHIN_SAME_TREE -8089 2 3066 50 2801119 1 /openedx/staticfiles/studio/bundles/ReactRenderer.38f3e5ba7663cd969581.4f3dd33a415e.js
DUPTYPE_WITHIN_SAME_TREE -8089 2 3066 50 2801116 1 /openedx/staticfiles/studio/bundles/ReactRenderer.4f3dd33a415e.js
DUPTYPE_WITHIN_SAME_TREE -8089 2 3066 50 2796162 1 /openedx/staticfiles/studio/bundles/ReactRenderer.js
DUPTYPE_WITHIN_SAME_TREE -8089 2 3066 50 2796165 1 /openedx/staticfiles/studio/bundles/ReactRenderer.38f3e5ba7663cd969581.js
DUPTYPE_FIRST_OCCURRENCE 7931 2 3068 50 2523458 1 /openedx/staticfiles/images/bulk_email/VKontakteIcon_gray.png
DUPTYPE_WITHIN_SAME_TREE -7931 2 3068 50 2529892 1 /openedx/staticfiles/images/bulk_email/VKontakteIcon_gray.b825e5cc6660.png
DUPTYPE_FIRST_OCCURRENCE 10920 2 3071 50 2003791 1 /openedx/staticfiles/js/capa/choicetextinput.js
DUPTYPE_WITHIN_SAME_TREE -10920 2 3071 50 2008984 1 /openedx/staticfiles/js/capa/choicetextinput.cee47031b19a.js
DUPTYPE_WITHIN_SAME_TREE -10920 3 3071 50 1728625 1 /openedx/staticfiles/studio/js/capa/choicetextinput.js
DUPTYPE_WITHIN_SAME_TREE -10920 3 3071 50 1740653 1 /openedx/staticfiles/studio/js/capa/choicetextinput.cee47031b19a.js
DUPTYPE_FIRST_OCCURRENCE 8031 2 3072 50 2529922 1 /openedx/staticfiles/discussion/templates/discussion-home.db16eef96950.underscore
DUPTYPE_WITHIN_SAME_TREE -8031 2 3072 50 2523499 1 /openedx/staticfiles/discussion/templates/discussion-home.underscore
DUPTYPE_WITHIN_SAME_TREE -8031 3 3072 50 2915451 1 /openedx/staticfiles/studio/discussion/templates/discussion-home.db16eef96950.underscore
DUPTYPE_WITHIN_SAME_TREE -8031 3 3072 50 2910180 1 /openedx/staticfiles/studio/discussion/templates/discussion-home.underscore
DUPTYPE_FIRST_OCCURRENCE 16991 2 3075 50 2792989 1 /openedx/staticfiles/templates/header/navbar-authenticated.html
DUPTYPE_WITHIN_SAME_TREE -16991 2 3075 50 2799456 1 /openedx/staticfiles/templates/header/navbar-authenticated.713b04245c82.html
DUPTYPE_FIRST_OCCURRENCE 6387 2 3088 50 2796549 1 /openedx/staticfiles/studio/templates/course-instructor-details.underscore
DUPTYPE_WITHIN_SAME_TREE -6387 2 3088 50 2801195 1 /openedx/staticfiles/studio/templates/course-instructor-details.747bf3ec42fe.underscore
DUPTYPE_FIRST_OCCURRENCE 14516 6 3090 50 2794092 1 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/src/InputSelect/InputSelect.stories.jsx
DUPTYPE_WITHIN_SAME_TREE -14516 6 3090 50 2797736 1 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/src/InputSelect/InputSelect.stories.3a5cc1d604c0.jsx
DUPTYPE_FIRST_OCCURRENCE 15836 4 3091 50 2798648 1 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/queue.594e10b2dde3.js
DUPTYPE_WITHIN_SAME_TREE -15836 4 3091 50 2794418 1 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/queue.js
DUPTYPE_FIRST_OCCURRENCE 2497 3 3093 50 2796295 1 /openedx/staticfiles/studio/js/utils/handle_iframe_binding.js
DUPTYPE_WITHIN_SAME_TREE -2497 3 3093 50 2800841 1 /openedx/staticfiles/studio/js/utils/handle_iframe_binding.de879404e794.js
DUPTYPE_FIRST_OCCURRENCE 16747 2 3096 50 2792864 1 /openedx/staticfiles/templates/verify_student/review_photos_step.underscore
DUPTYPE_WITHIN_SAME_TREE -16747 2 3096 50 2799382 1 /openedx/staticfiles/templates/verify_student/review_photos_step.f15be83e28f5.underscore
DUPTYPE_FIRST_OCCURRENCE 13730 2 3101 50 1331641 1 /openedx/staticfiles/vendor/jsme/index.html
DUPTYPE_WITHIN_SAME_TREE -13730 2 3101 50 1342830 1 /openedx/staticfiles/vendor/jsme/index.5e84bbe7bce7.html
DUPTYPE_WITHIN_SAME_TREE -13730 3 3101 50 1465705 1 /openedx/staticfiles/studio/vendor/jsme/index.html
DUPTYPE_WITHIN_SAME_TREE -13730 3 3101 50 1481147 1 /openedx/staticfiles/studio/vendor/jsme/index.5e84bbe7bce7.html
DUPTYPE_FIRST_OCCURRENCE 13003 3 3105 50 2008911 1 /openedx/staticfiles/common/js/components/ExperimentalCarousel.678e24037b2c.jsx
DUPTYPE_WITHIN_SAME_TREE -13003 3 3105 50 2003842 1 /openedx/staticfiles/common/js/components/ExperimentalCarousel.jsx
DUPTYPE_WITHIN_SAME_TREE -13003 4 3105 50 2392449 1 /openedx/staticfiles/studio/common/js/components/ExperimentalCarousel.678e24037b2c.jsx
DUPTYPE_WITHIN_SAME_TREE -13003 4 3105 50 2386120 1 /openedx/staticfiles/studio/common/js/components/ExperimentalCarousel.jsx
DUPTYPE_FIRST_OCCURRENCE 12357 6 3107 50 2793596 1 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/src/ListBox/index.jsx
DUPTYPE_WITHIN_SAME_TREE -12357 6 3107 50 2797647 1 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/src/ListBox/index.b1baed46407c.jsx
DUPTYPE_WITHIN_SAME_TREE -12357 6 3107 50 2794147 1 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/src/ListBox/index.jsx
DUPTYPE_WITHIN_SAME_TREE -12357 6 3107 50 2797780 1 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/src/ListBox/index.b1baed46407c.jsx
DUPTYPE_FIRST_OCCURRENCE 14298 4 3110 50 2793970 1 /openedx/staticfiles/studio-frontend/src/utils/CourseChecklist/getValidatedValue.test.js
DUPTYPE_WITHIN_SAME_TREE -14298 4 3110 50 2798582 1 /openedx/staticfiles/studio-frontend/src/utils/CourseChecklist/getValidatedValue.test.a0e902a433b1.js
DUPTYPE_FIRST_OCCURRENCE 17308 2 3111 50 2799529 1 /openedx/staticfiles/templates/courseware/courses.1a40d7d30b02.html
DUPTYPE_WITHIN_SAME_TREE -17308 2 3111 50 2793166 1 /openedx/staticfiles/templates/courseware/courses.html
DUPTYPE_FIRST_OCCURRENCE 10539 5 3138 50 2385567 1 /openedx/staticfiles/js/vendor/pdfjs/locale/tl/viewer.properties
DUPTYPE_WITHIN_SAME_TREE -10539 5 3138 50 2386391 1 /openedx/staticfiles/js/vendor/pdfjs/locale/tl/viewer.03bcca91069f.properties
DUPTYPE_WITHIN_SAME_TREE -10539 6 3138 50 2795432 1 /openedx/staticfiles/studio/js/vendor/pdfjs/locale/tl/viewer.properties
DUPTYPE_WITHIN_SAME_TREE -10539 6 3138 50 2799889 1 /openedx/staticfiles/studio/js/vendor/pdfjs/locale/tl/viewer.03bcca91069f.properties
DUPTYPE_FIRST_OCCURRENCE 10736 3 3142 50 2264410 1 /openedx/staticfiles/js/vendor/CodeMirror/accessible.cfc1eb022a79.diff
DUPTYPE_WITHIN_SAME_TREE -10736 3 3142 50 2259151 1 /openedx/staticfiles/js/vendor/CodeMirror/accessible.diff
DUPTYPE_WITHIN_SAME_TREE -10736 4 3142 50 2530410 1 /openedx/staticfiles/studio/js/vendor/CodeMirror/accessible.cfc1eb022a79.diff
DUPTYPE_WITHIN_SAME_TREE -10736 4 3142 50 2523804 1 /openedx/staticfiles/studio/js/vendor/CodeMirror/accessible.diff
DUPTYPE_FIRST_OCCURRENCE 11388 3 3144 50 2793291 1 /openedx/staticfiles/paragon/src/CheckBox/CheckBox.test.jsx
DUPTYPE_WITHIN_SAME_TREE -11388 3 3144 50 2799011 1 /openedx/staticfiles/paragon/src/CheckBox/CheckBox.test.ed21bb201dc8.jsx
DUPTYPE_WITHIN_SAME_TREE -11388 6 3144 50 2793555 1 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/src/CheckBox/CheckBox.test.jsx
DUPTYPE_WITHIN_SAME_TREE -11388 6 3144 50 2797614 1 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/src/CheckBox/CheckBox.test.ed21bb201dc8.jsx
DUPTYPE_WITHIN_SAME_TREE -11388 6 3144 50 2794106 1 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/src/CheckBox/CheckBox.test.jsx
DUPTYPE_WITHIN_SAME_TREE -11388 6 3144 50 2797747 1 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/src/CheckBox/CheckBox.test.ed21bb201dc8.jsx
DUPTYPE_FIRST_OCCURRENCE 7725 1 3147 50 1878277 1 /openedx/staticfiles/images/vcert-ribbon-s.png
DUPTYPE_WITHIN_SAME_TREE -7725 1 3147 50 1883566 1 /openedx/staticfiles/images/vcert-ribbon-s.9437b0682551.png
DUPTYPE_FIRST_OCCURRENCE 16663 2 3156 50 2799360 1 /openedx/staticfiles/templates/discussion/_thread_list_template.2e42d3639f39.html
DUPTYPE_WITHIN_SAME_TREE -16663 2 3156 50 2792831 1 /openedx/staticfiles/templates/discussion/_thread_list_template.html
DUPTYPE_FIRST_OCCURRENCE 1357 3 3161 50 1465700 1 /openedx/staticfiles/studio/images/video-images/default_video_image.png
DUPTYPE_WITHIN_SAME_TREE -1357 3 3161 50 1481145 1 /openedx/staticfiles/studio/images/video-images/default_video_image.987a35a7c4a8.png
DUPTYPE_FIRST_OCCURRENCE 10933 2 3161 50 2008986 1 /openedx/staticfiles/js/capa/design-protein-2d.2a307655648c.js
DUPTYPE_WITHIN_SAME_TREE -10933 2 3161 50 2003793 1 /openedx/staticfiles/js/capa/design-protein-2d.js
DUPTYPE_WITHIN_SAME_TREE -10933 3 3161 50 1740655 1 /openedx/staticfiles/studio/js/capa/design-protein-2d.2a307655648c.js
DUPTYPE_WITHIN_SAME_TREE -10933 3 3161 50 1728627 1 /openedx/staticfiles/studio/js/capa/design-protein-2d.js
DUPTYPE_FIRST_OCCURRENCE 1785 3 3162 50 2259341 1 /openedx/staticfiles/studio/js/models/uploads.js
DUPTYPE_WITHIN_SAME_TREE -1785 3 3162 50 2265168 1 /openedx/staticfiles/studio/js/models/uploads.5b11cae9920d.js
DUPTYPE_FIRST_OCCURRENCE 14241 4 3164 50 2793930 1 /openedx/staticfiles/studio-frontend/src/components/AccessibilityBody/index.jsx
DUPTYPE_WITHIN_SAME_TREE -14241 4 3164 50 2798562 1 /openedx/staticfiles/studio-frontend/src/components/AccessibilityBody/index.2f258c7ef212.jsx
DUPTYPE_FIRST_OCCURRENCE 14066 2 3169 50 1465559 1 /openedx/staticfiles/announcements/jsx/Announcements.jsx
DUPTYPE_WITHIN_SAME_TREE -14066 2 3169 50 1466204 1 /openedx/staticfiles/announcements/jsx/Announcements.052e278f12ce.jsx
DUPTYPE_WITHIN_SAME_TREE -14066 3 3169 50 2910210 1 /openedx/staticfiles/studio/announcements/jsx/Announcements.jsx
DUPTYPE_WITHIN_SAME_TREE -14066 3 3169 50 2915455 1 /openedx/staticfiles/studio/announcements/jsx/Announcements.052e278f12ce.jsx
DUPTYPE_FIRST_OCCURRENCE 1966 3 3177 50 2386137 1 /openedx/staticfiles/studio/js/views/list_item.js
DUPTYPE_WITHIN_SAME_TREE -1966 3 3177 50 2392475 1 /openedx/staticfiles/studio/js/views/list_item.4111b0d0a85c.js
DUPTYPE_FIRST_OCCURRENCE 10177 7 3180 50 2258957 1 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/classes/ui/DragHelper.js
DUPTYPE_WITHIN_SAME_TREE -10177 7 3180 50 2259775 1 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/classes/ui/DragHelper.eed8adea4d12.js
DUPTYPE_WITHIN_SAME_TREE -10177 8 3180 50 2386060 1 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/classes/ui/DragHelper.js
DUPTYPE_WITHIN_SAME_TREE -10177 8 3180 50 2392365 1 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/classes/ui/DragHelper.eed8adea4d12.js
DUPTYPE_FIRST_OCCURRENCE 12617 8 3184 50 2797401 1 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/coverage/lcov-report/src/utils/getTextFromElement.js.b921f2184c6a.html
DUPTYPE_WITHIN_SAME_TREE -12617 8 3184 50 2793766 1 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/coverage/lcov-report/src/utils/getTextFromElement.js.html
DUPTYPE_FIRST_OCCURRENCE 14838 8 3184 50 2794299 1 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/coverage/lcov-report/src/utils/getTextFromElement.js.html
DUPTYPE_WITHIN_SAME_TREE -14838 8 3184 50 2797477 1 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/coverage/lcov-report/src/utils/getTextFromElement.js.ed3305f3922b.html
DUPTYPE_FIRST_OCCURRENCE 9468 4 3185 50 1883313 1 /openedx/staticfiles/js/bower/URIjs/src/URI.fragmentQuery.6dd339b6ce95.js
DUPTYPE_WITHIN_SAME_TREE -9468 4 3185 50 1878505 1 /openedx/staticfiles/js/bower/URIjs/src/URI.fragmentQuery.js
DUPTYPE_WITHIN_SAME_TREE -9468 5 3185 50 2800506 1 /openedx/staticfiles/studio/js/bower/URIjs/src/URI.fragmentQuery.6dd339b6ce95.js
DUPTYPE_WITHIN_SAME_TREE -9468 5 3185 50 2796995 1 /openedx/staticfiles/studio/js/bower/URIjs/src/URI.fragmentQuery.js
DUPTYPE_WITHIN_SAME_TREE -9468 8 3185 50 1740099 1 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/URIjs/src/URI.fragmentQuery.6dd339b6ce95.js
DUPTYPE_WITHIN_SAME_TREE -9468 8 3185 50 1728354 1 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/URIjs/src/URI.fragmentQuery.js
DUPTYPE_WITHIN_SAME_TREE -9468 9 3185 50 2915049 1 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/URIjs/src/URI.fragmentQuery.6dd339b6ce95.js
DUPTYPE_WITHIN_SAME_TREE -9468 9 3185 50 2912700 1 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/URIjs/src/URI.fragmentQuery.js
DUPTYPE_FIRST_OCCURRENCE 16537 2 3186 50 2792765 1 /openedx/staticfiles/templates/fields/field_textarea.underscore
DUPTYPE_WITHIN_SAME_TREE -16537 2 3186 50 2799307 1 /openedx/staticfiles/templates/fields/field_textarea.29a17eea6b5e.underscore
DUPTYPE_FIRST_OCCURRENCE 13013 4 3187 50 2522670 1 /openedx/staticfiles/common/js/discussion/views/discussion_thread_show_view.js
DUPTYPE_WITHIN_SAME_TREE -13013 4 3187 50 2529350 1 /openedx/staticfiles/common/js/discussion/views/discussion_thread_show_view.af17e454caac.js
DUPTYPE_WITHIN_SAME_TREE -13013 5 3187 50 2795584 1 /openedx/staticfiles/studio/common/js/discussion/views/discussion_thread_show_view.js
DUPTYPE_WITHIN_SAME_TREE -13013 5 3187 50 2800128 1 /openedx/staticfiles/studio/common/js/discussion/views/discussion_thread_show_view.af17e454caac.js
DUPTYPE_FIRST_OCCURRENCE 10022 6 3189 50 2259808 1 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/classes/Env.e0989ee631cb.js
DUPTYPE_WITHIN_SAME_TREE -10022 6 3189 50 2258884 1 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/classes/Env.js
DUPTYPE_WITHIN_SAME_TREE -10022 7 3189 50 2392418 1 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/classes/Env.e0989ee631cb.js
DUPTYPE_WITHIN_SAME_TREE -10022 7 3189 50 2385908 1 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/classes/Env.js
DUPTYPE_FIRST_OCCURRENCE 12725 2 3195 50 2794841 1 /openedx/staticfiles/admin/js/actions.min.js
DUPTYPE_WITHIN_SAME_TREE -12725 2 3195 50 2799644 1 /openedx/staticfiles/admin/js/actions.min.5fa8cb0403f1.js
DUPTYPE_WITHIN_SAME_TREE -12725 3 3195 50 2796653 1 /openedx/staticfiles/studio/admin/js/actions.min.js
DUPTYPE_WITHIN_SAME_TREE -12725 3 3195 50 2800912 1 /openedx/staticfiles/studio/admin/js/actions.min.5fa8cb0403f1.js
DUPTYPE_FIRST_OCCURRENCE 9579 5 3198 50 2008862 1 /openedx/staticfiles/js/bower/jquery/src/css/support.e4a18e8b5e80.js
DUPTYPE_WITHIN_SAME_TREE -9579 5 3198 50 2003882 1 /openedx/staticfiles/js/bower/jquery/src/css/support.js
DUPTYPE_WITHIN_SAME_TREE -9579 6 3198 50 2800118 1 /openedx/staticfiles/studio/js/bower/jquery/src/css/support.e4a18e8b5e80.js
